annee;numero_de_l_etablissement;etablissement;code_de_l_academie;academie;code_du_domaine;domaine;code_de_la_discipline;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile;cle_etab;cle_disc
2012;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;67;89;7;87;95;59;60;1660;25900;28;10;1710;87;48;85;1360;2030;Bordeaux_30;disc09_30
2012;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;63;84;7;89;98;71;98;2000;31200;28;10;1710;76;69;37;1360;2030;Bordeaux_30;disc14_30
2012;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;186;79;63;81;76;52;91;1640;25600;38;10;1710;53;54;62;1360;2030;Bordeaux - Montaigne_30;disc07_30
2012;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;88;80;30;85;78;52;93;1630;25400;38;10;1710;56;66;62;1360;2030;Bordeaux - Montaigne_30;disc10_30
2012;0331766R;Bordeaux - Montaigne;A04;Bordeaux;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;18;75;6;ns;ns;ns;ns;ns;ns;38;10;1710;ns;ns;;1360;2030;Bordeaux - Montaigne_30;disc12_30
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;60;78;17;95;72;77;96;1650;25700;37;9;1700;31;30;61;1380;2020;Brest - Bretagne occidentale_30;disc04_30
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;42;81;11;88;94;41;81;ns;ns;37;9;1700;57;73;64;1380;2020;Brest - Bretagne occidentale_30;disc07_30
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;9;67;2;ns;ns;ns;ns;ns;ns;37;9;1700;ns;ns;;1380;2020;Brest - Bretagne occidentale_30;disc09_30
2012;0561718N;Bretagne-Sud;A14;Rennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;16;70;7;ns;ns;ns;ns;ns;ns;34;9;1700;ns;ns;;1380;2020;Bretagne-Sud_30;disc06_30
2012;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;5;64;2;ns;ns;ns;ns;ns;ns;34;9;1700;ns;ns;;1380;2020;Bretagne-Sud_30;disc13_30
2012;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;253;74;51;91;83;80;96;2060;32100;26;9.3;1720;58;67;59;1400;2010;Caen - Basse-Normandie_30;disc01_30
2012;0141408E;Caen - Basse-Normandie;A05;Caen;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;4;56;1;ns;ns;ns;ns;nd;nd;26;9.3;1720;ns;ns;;1400;2010;Caen - Basse-Normandie_30;disc11_30
2012;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;21;75;4;ns;ns;ns;ns;ns;ns;26;9.3;1720;ns;ns;;1400;2010;Caen - Basse-Normandie_30;disc14_30
2012;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;8;62;2;ns;ns;ns;ns;ns;ns;26;9.3;1720;ns;ns;;1400;2010;Caen - Basse-Normandie_30;disc15_30
2012;0951793H;Cergy-Pontoise;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;135;57;43;95;95;86;100;2330;36400;16;9;2020;82;11;65;1580;2530;Cergy-Pontoise_30;disc01_30
2012;0951793H;Cergy-Pontoise;A25;Versailles;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;3;43;1;ns;ns;ns;ns;ns;ns;16;9;2020;ns;ns;;1580;2530;Cergy-Pontoise_30;disc03_30
2012;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;65;65;19;88;77;70;95;1820;28400;16;9;2020;50;31;50;1580;2530;Cergy-Pontoise_30;disc07_30
2012;0951793H;Cergy-Pontoise;A25;Versailles;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;16;53;5;ns;ns;ns;ns;ns;ns;16;9;2020;ns;ns;;1580;2530;Cergy-Pontoise_30;disc13_30
2012;0951793H;Cergy-Pontoise;A25;Versailles;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;4;67;1;ns;ns;ns;ns;ns;ns;16;9;2020;ns;ns;;1580;2530;Cergy-Pontoise_30;disc14_30
2012;0951793H;Cergy-Pontoise;A25;Versailles;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;30;77;8;90;ns;ns;ns;ns;ns;16;9;2020;ns;ns;50;1580;2530;Cergy-Pontoise_30;disc17_30
2012;0730858L;Chambéry - Savoie;A08;Grenoble;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;3;100;1;ns;ns;ns;ns;ns;ns;33;8.9;1780;ns;ns;;1430;2130;Chambéry - Savoie_30;disc03_30
2012;0730858L;Chambéry - Savoie;A08;Grenoble;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;216;85;50;93;62;71;95;1870;29100;33;8.9;1780;33;51;64;1430;2130;Chambéry - Savoie_30;disc04_30
2012;0730858L;Chambéry - Savoie;A08;Grenoble;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;79;92;17;86;85;57;72;1580;24700;33;8.9;1780;67;40;79;1430;2130;Chambéry - Savoie_30;disc07_30
2012;0730858L;Chambéry - Savoie;A08;Grenoble;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;19;80;4;ns;ns;ns;ns;ns;ns;33;8.9;1780;ns;ns;;1430;2130;Chambéry - Savoie_30;disc11_30
2012;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;93;95;19;96;93;82;100;1860;28900;33;8.9;1780;67;32;25;1430;2130;Chambéry - Savoie_30;disc12_30
2012;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;41;96;8;100;100;98;100;2150;33500;33;8.9;1780;95;39;7;1430;2130;Chambéry - Savoie_30;disc16_30
2012;0631262E;Clermont-Ferrand 1 - Auvergne;A06;Clermont-Ferrand;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;29;81;16;ns;ns;ns;ns;ns;ns;33;8.9;1740;ns;ns;;1400;2020;Clermont-Ferrand 1 - Auvergne_30;disc02_30
2012;0631262E;Clermont-Ferrand 1 - Auvergne;A06;Clermont-Ferrand;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;1;100;0;ns;ns;ns;ns;ns;ns;33;8.9;1740;ns;ns;;1400;2020;Clermont-Ferrand 1 - Auvergne_30;disc11_30
2012;0631262E;Clermont-Ferrand 1 - Auvergne;A06;Clermont-Ferrand;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;18;74;11;ns;ns;ns;ns;ns;ns;33;8.9;1740;ns;ns;;1400;2020;Clermont-Ferrand 1 - Auvergne_30;disc12_30
2012;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;40;79;14;83;97;70;88;ns;ns;41;8.9;1740;62;75;55;1400;2020;Clermont-Ferrand 2 - Blaise Pascal_30;disc13_30
2012;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;26;67;9;ns;ns;ns;ns;ns;ns;41;8.9;1740;ns;ns;;1400;2020;Clermont-Ferrand 2 - Blaise Pascal_30;disc14_30
2012;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;22;89;7;ns;ns;ns;ns;ns;ns;41;8.9;1740;ns;ns;;1400;2020;Clermont-Ferrand 2 - Blaise Pascal_30;disc17_30
2012;7200664J;Corse - Pasquale Paoli;A27;Corse;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;12;61;12;ns;ns;ns;ns;ns;ns;33;11;1740;ns;ns;;1340;2070;Corse - Pasquale Paoli_30;disc03_30
2012;7200664J;Corse - Pasquale Paoli;A27;Corse;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;5;44;7;ns;ns;ns;ns;nd;nd;33;11;1740;ns;ns;;1340;2070;Corse - Pasquale Paoli_30;disc08_30
2012;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;18;88;ns;ns;ns;ns;ns;ns;ns;15;10.5;1760;ns;ns;;1420;2090;Institut national universitaire Jean-François Champollion_30;disc07_30
2012;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;8;79;ns;ns;ns;ns;ns;ns;ns;15;10.5;1760;ns;ns;;1420;2090;Institut national universitaire Jean-François Champollion_30;disc15_30
2012;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;14;65;3;ns;ns;ns;ns;ns;ns;47;9.3;1750;ns;ns;;1410;2030;Dijon - Bourgogne_30;disc05_30
2012;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;44;63;9;91;98;78;95;1900;29600;47;9.3;1750;52;72;50;1410;2030;Dijon - Bourgogne_30;disc14_30
2012;0911975C;Evry Val-d'Essonne;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;133;69;46;86;72;57;97;2110;32900;17;9;2020;57;11;62;1580;2530;Evry Val-d'Essonne_30;disc01_30
2012;0911975C;Evry Val-d'Essonne;A25;Versailles;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;27;63;9;ns;ns;ns;ns;ns;ns;17;9;2020;ns;ns;;1580;2530;Evry Val-d'Essonne_30;disc05_30
2011;0290346U;Brest - Bretagne occidentale;A14;Rennes;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;;126;45;37;97;85;82;86;1680;26100;39;8.5;1650;80;39;80;;;Brest - Bretagne occidentale_30;disc18_30
2011;0290346U;Brest - Bretagne occidentale;A14;Rennes;MEEF;Masters enseignement;disc19;Masters enseignement : premier degré;30 mois après le diplôme;;80;38;28;98;82;77;82;1640;25600;39;8.5;1650;75;30;84;;;Brest - Bretagne occidentale_30;disc19_30
2012;UNIV;Toutes universités et établissements assimilés;;;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;5887;73;20;81;78;44;79;1600;25000;29;10.1;1830;53;40;71;1460;2230;Toutes universités et établissements assimilés_18;disc07_18
2012;UNIV;Toutes universités et établissements assimilés;;;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;1100;74;4;77;69;40;85;1520;23700;29;10.1;1830;43;40;61;1460;2230;Toutes universités et établissements assimilés_18;disc08_18
2012;UNIV;Toutes universités et établissements assimilés;;;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;8354;74;28;86;92;65;95;1900;29600;29;10.1;1830;69;51;39;1460;2230;Toutes universités et établissements assimilés_18;disc12_18
2012;UNIV;Toutes universités et établissements assimilés;;;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;1399;72;5;93;98;90;99;2000;31200;29;10.1;1830;90;32;11;1460;2230;Toutes universités et établissements assimilés_18;disc16_18
2011;UNIV;Toutes universités et établissements assimilés;;;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;1424;67;4;89;87;74;96;1990;31000;29;9.7;1800;60;43;51;;;Toutes universités et établissements assimilés_30;disc03_30
2011;UNIV;Toutes universités et établissements assimilés;;;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;6219;75;17;88;84;59;83;1700;26500;29;9.7;1800;60;41;73;;;Toutes universités et établissements assimilés_30;disc07_30
2011;UNIV;Toutes universités et établissements assimilés;;;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;2404;75;6;85;92;63;94;1770;27600;29;9.7;1800;65;56;61;;;Toutes universités et établissements assimilés_30;disc13_30
2011;UNIV;Toutes universités et établissements assimilés;;;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;1917;78;5;92;98;88;99;2100;32800;29;9.7;1800;86;52;24;;;Toutes universités et établissements assimilés_30;disc15_30
2011;UNIV;Toutes universités et établissements assimilés;;;MEEF;Masters enseignement;disc19;Masters enseignement : premier degré;30 mois après le diplôme;;3705;68;11;96;83;76;87;1660;25800;29;9.7;1800;69;21;89;;;Toutes universités et établissements assimilés_30;disc19_30
2011;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;302;76;17;81;81;66;76;1610;25100;29;11.2;1730;56;44;74;;;Aix-Marseille_30;disc07_30
2011;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;30;79;2;93;ns;ns;ns;ns;ns;29;11.2;1730;ns;ns;7;;;Aix-Marseille_30;disc16_30
2011;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;97;60;22;95;85;75;95;2170;33800;32;11.5;1830;54;59;48;;;Amiens - Picardie Jules-Verne_30;disc01_30
2011;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;17;61;4;ns;ns;ns;ns;ns;ns;32;11.5;1830;ns;ns;;;;Amiens - Picardie Jules-Verne_30;disc03_30
2011;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;8;45;2;ns;ns;ns;ns;ns;ns;32;11.5;1830;ns;ns;;;;Amiens - Picardie Jules-Verne_30;disc05_30
2011;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;73;69;14;92;94;78;97;1750;27300;32;11.5;1830;63;44;54;;;Amiens - Picardie Jules-Verne_30;disc12_30
2011;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;16;73;3;ns;ns;ns;ns;ns;ns;32;11.5;1830;ns;ns;;;;Amiens - Picardie Jules-Verne_30;disc15_30
2011;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;77;70;13;88;81;54;72;1530;23900;34;8.5;1690;67;65;81;;;Angers_30;disc07_30
2011;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;47;84;7;77;92;64;97;ns;ns;34;8.5;1690;67;69;64;;;Angers_30;disc13_30
2011;9710585J;Antilles-Guyane;A32;Guadeloupe;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;15;56;;;;;;;;;nd;2050;;;;;;Antilles-Guyane_30;disc12_30
2011;9710585J;Antilles-Guyane;A32;Guadeloupe;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;21;25;;;;;;;;;nd;2050;;;;;;Antilles-Guyane_30;disc18_30
2011;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;71;80;11;93;92;89;98;1950;30400;37;12.8;1750;66;32;20;;;Artois_30;disc12_30
2011;0840685N;Avignon;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;5;75;3;ns;ns;ns;ns;ns;ns;37;11.2;1730;ns;ns;;;;Avignon_30;disc02_30
2011;0840685N;Avignon;A02;Aix-Marseille;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;23;67;15;ns;ns;ns;ns;ns;ns;37;11.2;1730;ns;ns;;;;Avignon_30;disc06_30
2011;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;49;70;30;92;71;55;84;ns;ns;37;11.2;1730;29;48;82;;;Avignon_30;disc07_30
2011;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;85;79;15;94;72;80;98;1800;28100;33;9.1;1750;33;38;64;;;Besançon - Franche-Comté_30;disc01_30
2011;0251215K;Besançon - Franche-Comté;A03;Besançon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;43;77;8;81;ns;37;78;ns;ns;33;9.1;1750;ns;52;79;;;Besançon - Franche-Comté_30;disc06_30
2012;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;102;63;15;85;90;56;94;1760;27500;36;14.3;1680;60;98;66;1310;2010;Montpellier_18;disc02_18
2012;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;182;63;26;88;80;69;96;1930;30000;36;14.3;1680;41;96;53;1310;2010;Montpellier_18;disc04_18
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;85;70;6;82;78;37;71;1500;23400;29;11.7;1790;44;53;54;1390;2170;Aix-Marseille_18;disc10_18
2012;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;29;62;10;ns;ns;ns;ns;ns;ns;32;11.7;1790;ns;ns;;1460;2080;Amiens - Picardie Jules-Verne_18;disc02_18
2012;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;2;100;1;ns;ns;ns;ns;ns;ns;32;11.7;1790;ns;ns;;1460;2080;Amiens - Picardie Jules-Verne_18;disc08_18
2012;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;24;50;8;ns;ns;ns;ns;ns;ns;32;11.7;1790;ns;ns;;1460;2080;Amiens - Picardie Jules-Verne_18;disc13_18
2012;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;23;64;8;ns;ns;ns;ns;ns;ns;32;11.7;1790;ns;ns;;1460;2080;Amiens - Picardie Jules-Verne_18;disc17_18
2012;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;248;65;53;84;60;62;95;1530;23900;38;9;1710;27;66;70;1400;2010;Angers_18;disc01_18
2012;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;17;67;4;ns;ns;ns;ns;ns;ns;38;9;1710;ns;ns;;1400;2010;Angers_18;disc02_18
2012;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;34;69;7;97;69;69;97;ns;ns;38;9;1710;34;59;47;1400;2010;Angers_18;disc03_18
2012;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;78;63;17;88;55;63;100;1570;24400;38;9;1710;30;50;55;1400;2010;Angers_18;disc04_18
2012;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;51;73;10;82;76;33;100;1500;23400;38;9;1710;36;75;60;1400;2010;Angers_18;disc13_18
2012;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;5;86;1;ns;ns;ns;ns;ns;ns;38;9;1710;ns;ns;;1400;2010;Angers_18;disc16_18
2012;9710585J;Antilles-Guyane;A32;Guadeloupe;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;46;nd;nd;nd;nd;;nd;nd;Antilles-Guyane_18;disc17_18
2012;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;72;84;32;82;77;66;97;1780;27800;38;13;1780;34;25;43;1450;2080;Artois_18;disc01_18
2012;0623957P;Artois;A09;Lille;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;29;76;14;68;ns;ns;ns;ns;ns;38;13;1780;ns;ns;;1450;2080;Artois_18;disc08_18
2012;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;3;80;1;ns;ns;ns;ns;ns;ns;38;13;1780;ns;ns;;1450;2080;Artois_18;disc14_18
2012;0840685N;Avignon;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;3;57;3;ns;ns;ns;ns;ns;ns;34;11.7;1790;ns;ns;;1390;2170;Avignon_18;disc03_18
2012;0840685N;Avignon;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;19;61;16;ns;ns;ns;ns;ns;ns;34;11.7;1790;ns;ns;;1390;2170;Avignon_18;disc04_18
2012;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;7;100;2;ns;ns;ns;ns;ns;ns;32;9.6;1760;ns;ns;;1420;2060;Besançon - Franche-Comté_18;disc05_18
2012;0251215K;Besançon - Franche-Comté;A03;Besançon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;46;81;13;74;50;60;77;ns;ns;32;9.6;1760;34;60;87;1420;2060;Besançon - Franche-Comté_18;disc06_18
2012;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;170;86;45;87;92;61;95;1780;27800;32;9.6;1760;66;68;34;1420;2060;Besançon - Franche-Comté_18;disc12_18
2012;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;52;82;14;85;93;60;93;1970;30700;32;9.6;1760;70;65;7;1420;2060;Besançon - Franche-Comté_18;disc15_18
2012;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;189;77;22;93;86;71;97;1830;28600;28;10;1710;55;60;46;1360;2030;Bordeaux_18;disc04_18
2012;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;433;80;48;88;91;61;96;1900;29600;28;10;1710;70;64;34;1360;2030;Bordeaux_18;disc12_18
2012;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;120;78;13;84;88;32;93;1600;25000;28;10;1710;59;69;60;1360;2030;Bordeaux_18;disc13_18
2012;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;47;86;5;96;100;84;100;1900;29600;28;10;1710;87;25;10;1360;2030;Bordeaux_18;disc16_18
2012;0331766R;Bordeaux - Montaigne;A04;Bordeaux;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;91;81;30;85;63;50;63;1510;23500;38;10;1710;52;50;80;1360;2030;Bordeaux - Montaigne_18;disc06_18
2012;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;88;80;30;82;67;33;82;1450;22600;38;10;1710;41;66;62;1360;2030;Bordeaux - Montaigne_18;disc10_18
2012;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;60;85;20;79;83;42;85;ns;ns;38;10;1710;35;45;60;1360;2030;Bordeaux - Montaigne_18;disc11_18
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;14;83;4;ns;ns;ns;ns;ns;ns;37;9;1700;ns;ns;;1380;2020;Brest - Bretagne occidentale_18;disc05_18
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;79;77;22;75;55;59;74;1350;21100;37;9;1700;24;64;82;1380;2020;Brest - Bretagne occidentale_18;disc06_18
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;9;67;2;ns;ns;ns;ns;ns;ns;37;9;1700;ns;ns;;1380;2020;Brest - Bretagne occidentale_18;disc09_18
2012;0561718N;Bretagne-Sud;A14;Rennes;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;3;71;1;ns;ns;ns;ns;ns;ns;34;9;1700;ns;ns;;1380;2020;Bretagne-Sud_18;disc02_18
