annee;numero_de_l_etablissement;etablissement;code_de_l_academie;academie;code_du_domaine;domaine;code_de_la_discipline;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile;cle_etab;cle_disc
2012;0561718N;Bretagne-Sud;A14;Rennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;16;70;7;ns;ns;ns;ns;ns;ns;34;9;1700;ns;ns;;1380;2020;Bretagne-Sud_18;disc06_18
2012;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;83;84;34;90;96;88;100;1880;29300;34;9;1700;74;67;8;1380;2020;Bretagne-Sud_18;disc15_18
2012;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;253;74;51;91;80;68;96;1900;29700;26;9.3;1720;51;67;59;1400;2010;Caen - Basse-Normandie_18;disc01_18
2012;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;107;73;22;91;92;71;94;1830;28500;26;9.3;1720;77;67;34;1400;2010;Caen - Basse-Normandie_18;disc12_18
2012;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;65;65;19;80;78;55;92;1820;28400;16;9;2020;42;31;50;1580;2530;Cergy-Pontoise_18;disc07_18
2012;0951793H;Cergy-Pontoise;A25;Versailles;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;13;56;4;ns;ns;ns;ns;ns;ns;16;9;2020;ns;ns;;1580;2530;Cergy-Pontoise_18;disc16_18
2012;0730858L;Chambéry - Savoie;A08;Grenoble;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;79;92;17;86;81;37;68;1500;23400;33;8.9;1780;61;40;79;1430;2130;Chambéry - Savoie_18;disc07_18
2012;7200664J;Corse - Pasquale Paoli;A27;Corse;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;51;71;51;82;81;48;98;1730;27000;33;11;1740;54;55;35;1340;2070;Corse - Pasquale Paoli_18;disc12_18
2012;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;8;79;ns;ns;ns;ns;ns;ns;ns;15;10.5;1760;ns;ns;;1420;2090;Institut national universitaire Jean-François Champollion_18;disc12_18
2012;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;8;79;ns;ns;ns;ns;ns;ns;ns;15;10.5;1760;ns;ns;;1420;2090;Institut national universitaire Jean-François Champollion_18;disc15_18
2012;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;156;62;33;87;68;61;96;1620;25300;47;9.3;1750;39;53;55;1410;2030;Dijon - Bourgogne_18;disc01_18
2012;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;17;70;4;ns;ns;ns;ns;ns;ns;47;9.3;1750;ns;ns;;1410;2030;Dijon - Bourgogne_18;disc03_18
2012;0211237F;Dijon - Bourgogne;A07;Dijon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;125;68;24;84;70;38;79;1420;22200;47;9.3;1750;38;50;80;1410;2030;Dijon - Bourgogne_18;disc07_18
2012;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;107;67;21;70;90;39;92;1500;23400;47;9.3;1750;37;71;58;1410;2030;Dijon - Bourgogne_18;disc13_18
2012;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;15;59;3;ns;ns;ns;ns;ns;ns;47;9.3;1750;ns;ns;;1410;2030;Dijon - Bourgogne_18;disc17_18
2012;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;73;70;24;88;91;81;100;2030;31700;17;9;2020;80;16;12;1580;2530;Evry Val-d'Essonne_18;disc15_18
2012;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;17;72;5;ns;ns;ns;ns;ns;ns;33;8.9;1780;ns;ns;;1430;2130;Grenoble 1 - Joseph Fourier_18;disc01_18
2012;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;45;72;14;74;ns;ns;ns;ns;ns;33;8.9;1780;ns;32;57;1430;2130;Grenoble 1 - Joseph Fourier_18;disc07_18
2012;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;1;50;0;ns;nd;nd;nd;nd;nd;33;8.9;1780;nd;nd;;1430;2130;Grenoble 1 - Joseph Fourier_18;disc08_18
2012;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;16;77;5;ns;ns;ns;ns;ns;ns;33;8.9;1780;ns;ns;;1430;2130;Grenoble 1 - Joseph Fourier_18;disc16_18
2012;0381840U;Grenoble 3 - Stendhal;A08;Grenoble;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;62;86;44;78;75;33;85;1500;23400;30;8.9;1780;40;57;67;1430;2130;Grenoble 3 - Stendhal_18;disc10_18
2012;0171463Y;La Rochelle;A13;Poitiers;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;20;86;8;ns;ns;ns;ns;ns;ns;50;9.6;1710;ns;ns;;1380;1980;La Rochelle_18;disc07_18
2012;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;38;75;16;79;85;42;90;ns;ns;50;9.6;1710;48;ns;55;1380;1980;La Rochelle_18;disc13_18
2012;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;28;70;12;ns;ns;ns;ns;ns;ns;50;9.6;1710;ns;ns;;1380;1980;La Rochelle_18;disc16_18
2012;9740478B;La Réunion;A28;La Réunion;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;17;60;11;ns;ns;ns;ns;ns;ns;42;nd;nd;ns;ns;;nd;nd;La Réunion_18;disc02_18
2012;9740478B;La Réunion;A28;La Réunion;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;34;58;23;82;ns;ns;ns;ns;ns;42;nd;nd;ns;ns;82;nd;nd;La Réunion_18;disc04_18
2012;9740478B;La Réunion;A28;La Réunion;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;22;75;12;ns;ns;ns;ns;ns;ns;42;nd;nd;ns;ns;;nd;nd;La Réunion_18;disc06_18
2012;0762762P;Le Havre;A21;Rouen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;64;50;61;82;67;58;98;1730;27000;37;11.1;1800;27;41;71;1460;2120;Le Havre_18;disc01_18
2012;0762762P;Le Havre;A21;Rouen;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;37;11.1;1800;nd;nd;;1460;2120;Le Havre_18;disc11_18
2012;0762762P;Le Havre;A21;Rouen;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;16;78;12;ns;ns;ns;ns;ns;ns;37;11.1;1800;ns;ns;;1460;2120;Le Havre_18;disc14_18
2012;0762762P;Le Havre;A21;Rouen;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;1;50;1;ns;ns;ns;ns;ns;ns;37;11.1;1800;ns;ns;;1460;2120;Le Havre_18;disc16_18
2012;0720916E;Le Mans - Maine;A17;Nantes;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;8;73;6;ns;ns;ns;ns;ns;ns;30;9;1710;ns;ns;;1400;2010;Le Mans - Maine_18;disc02_18
2012;0720916E;Le Mans - Maine;A17;Nantes;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;4;75;3;ns;ns;ns;ns;ns;ns;30;9;1710;ns;ns;;1400;2010;Le Mans - Maine_18;disc04_18
2012;0720916E;Le Mans - Maine;A17;Nantes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;24;83;17;ns;ns;ns;ns;ns;ns;30;9;1710;ns;ns;;1400;2010;Le Mans - Maine_18;disc06_18
2012;0720916E;Le Mans - Maine;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;32;82;23;70;ns;ns;ns;ns;ns;30;9;1710;ns;ns;65;1400;2010;Le Mans - Maine_18;disc07_18
2012;0720916E;Le Mans - Maine;A17;Nantes;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;32;82;23;70;ns;ns;ns;ns;ns;30;9;1710;ns;ns;65;1400;2010;Le Mans - Maine_18;disc08_18
2012;0720916E;Le Mans - Maine;A17;Nantes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;6;67;4;ns;ns;ns;ns;ns;ns;30;9;1710;ns;ns;;1400;2010;Le Mans - Maine_18;disc14_18
2012;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;316;89;39;88;87;71;98;1790;28000;27;13;1780;45;36;54;1450;2080;Lille 1 - Sciences technologies_18;disc04_18
2012;0381839T;Grenoble 2 - Pierre Mendès France;A08;Grenoble;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;4;83;1;ns;ns;ns;ns;ns;ns;29;8.9;1780;ns;ns;;1430;2130;Grenoble 2 - Pierre Mendès France_30;disc12_30
2012;0171463Y;La Rochelle;A13;Poitiers;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;48;83;20;90;79;74;100;1670;26000;50;9.6;1710;34;59;54;1380;1980;La Rochelle_30;disc04_30
2012;0171463Y;La Rochelle;A13;Poitiers;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;20;86;8;ns;ns;ns;ns;ns;ns;50;9.6;1710;ns;ns;;1380;1980;La Rochelle_30;disc07_30
2012;0171463Y;La Rochelle;A13;Poitiers;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;20;86;8;ns;ns;ns;ns;ns;ns;50;9.6;1710;ns;ns;;1380;1980;La Rochelle_30;disc08_30
2012;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;6;100;3;ns;ns;ns;ns;ns;ns;50;9.6;1710;ns;ns;;1380;1980;La Rochelle_30;disc14_30
2012;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;72;82;30;94;95;93;100;2000;31200;50;9.6;1710;78;87;6;1380;1980;La Rochelle_30;disc15_30
2012;9740478B;La Réunion;A28;La Réunion;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;34;58;23;79;ns;ns;ns;ns;ns;42;nd;nd;ns;ns;82;nd;nd;La Réunion_30;disc04_30
2012;9740478B;La Réunion;A28;La Réunion;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;31;63;20;71;ns;ns;ns;ns;ns;42;nd;nd;ns;ns;32;nd;nd;La Réunion_30;disc12_30
2012;9740478B;La Réunion;A28;La Réunion;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;2;83;1;ns;ns;ns;ns;nd;nd;42;nd;nd;ns;ns;;nd;nd;La Réunion_30;disc17_30
2012;0762762P;Le Havre;A21;Rouen;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;3;100;3;ns;ns;ns;ns;ns;ns;37;11.1;1800;ns;ns;;1460;2120;Le Havre_30;disc03_30
2012;0762762P;Le Havre;A21;Rouen;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;12;59;10;ns;ns;ns;ns;ns;ns;37;11.1;1800;ns;ns;;1460;2120;Le Havre_30;disc07_30
2012;0762762P;Le Havre;A21;Rouen;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;12;72;10;ns;ns;ns;ns;ns;ns;37;11.1;1800;ns;ns;;1460;2120;Le Havre_30;disc08_30
2012;0762762P;Le Havre;A21;Rouen;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;36;65;27;100;94;81;100;ns;ns;37;11.1;1800;80;57;36;1460;2120;Le Havre_30;disc12_30
2012;0720916E;Le Mans - Maine;A17;Nantes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;24;83;17;ns;ns;ns;ns;ns;ns;30;9;1710;ns;ns;;1400;2010;Le Mans - Maine_30;disc06_30
2012;0720916E;Le Mans - Maine;A17;Nantes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;18;82;13;ns;ns;ns;ns;ns;ns;30;9;1710;ns;ns;;1400;2010;Le Mans - Maine_30;disc17_30
2012;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;8;90;1;ns;ns;ns;ns;ns;ns;27;13;1780;ns;ns;;1450;2080;Lille 1 - Sciences technologies_30;disc05_30
2012;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;83;92;10;98;99;99;100;2010;31300;27;13;1780;92;11;6;1450;2080;Lille 1 - Sciences technologies_30;disc16_30
2012;0593560Z;Lille 2 - Droit et santé;A09;Lille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;150;77;33;96;98;82;95;2000;31200;21;13;1780;70;42;63;1450;2080;Lille 2 - Droit et santé_30;disc12_30
2012;0870669E;Limoges;A22;Limoges;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;21;71;11;ns;ns;ns;ns;ns;ns;30;9.3;1720;ns;ns;;1390;1980;Limoges_30;disc02_30
2012;0870669E;Limoges;A22;Limoges;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;5;71;3;ns;ns;ns;ns;ns;ns;30;9.3;1720;ns;ns;;1390;1980;Limoges_30;disc08_30
2012;0595964M;Littoral - Côte d'Opale;A09;Lille;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;20;13;1780;nd;nd;;1450;2080;Littoral - Côte d'Opale_30;disc08_30
2012;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;10;77;2;ns;ns;ns;ns;ns;ns;20;13;1780;ns;ns;;1450;2080;Littoral - Côte d'Opale_30;disc15_30
2012;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;49;73;4;96;98;51;77;1540;24000;30;10.7;1760;89;42;91;1400;2050;Lorraine_30;disc09_30
2012;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;54;80;5;78;64;57;86;1550;24200;30;10.7;1760;28;56;59;1400;2050;Lorraine_30;disc10_30
2012;0542493S;Lorraine;A12;Nancy-Metz;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;111;79;10;87;89;53;92;1730;26900;30;10.7;1760;60;73;65;1400;2050;Lorraine_30;disc13_30
2012;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;4;100;1;ns;ns;ns;ns;ns;ns;28;8.9;1780;ns;ns;;1430;2130;Lyon 1 - Claude Bernard_30;disc07_30
2012;0691775E;Lyon 2 - Lumière;A10;Lyon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;207;73;32;88;79;79;96;1880;29300;29;8.9;1780;47;39;58;1430;2130;Lyon 2 - Lumière_30;disc01_30
2012;0691775E;Lyon 2 - Lumière;A10;Lyon;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;7;73;1;ns;ns;ns;ns;ns;ns;29;8.9;1780;ns;ns;;1430;2130;Lyon 2 - Lumière_30;disc05_30
2012;0691775E;Lyon 2 - Lumière;A10;Lyon;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;89;76;14;85;100;64;51;1620;25300;29;8.9;1780;91;29;83;1430;2130;Lyon 2 - Lumière_30;disc09_30
2012;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;149;69;31;92;83;82;99;2100;32800;12;9;2020;59;13;71;1580;2530;Paris-Est Marne-la-Vallée_30;disc04_30
2012;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;6;80;1;ns;ns;ns;ns;ns;ns;12;9;2020;ns;ns;;1580;2530;Paris-Est Marne-la-Vallée_30;disc08_30
2012;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;173;77;33;95;91;87;100;2210;34400;12;9;2020;76;22;33;1580;2530;Paris-Est Marne-la-Vallée_30;disc12_30
2012;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;22;81;4;ns;ns;ns;ns;ns;ns;12;9;2020;ns;ns;;1580;2530;Paris-Est Marne-la-Vallée_30;disc16_30
2012;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;31;83;9;84;ns;ns;ns;ns;ns;50;14.3;1680;ns;ns;71;1310;2010;Montpellier 3 - Paul-Valéry_30;disc05_30
2012;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;204;72;63;80;77;55;79;1520;23700;50;14.3;1680;56;59;66;1310;2010;Montpellier 3 - Paul-Valéry_30;disc07_30
2012;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;29;90;13;ns;ns;ns;ns;ns;ns;29;9.3;1760;ns;ns;;1430;2080;Mulhouse - Haute Alsace_30;disc02_30
2012;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;31;84;12;94;ns;ns;ns;ns;ns;29;9.3;1760;ns;ns;76;1430;2080;Mulhouse - Haute Alsace_30;disc07_30
2012;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;14;78;6;ns;ns;ns;ns;ns;ns;29;9.3;1760;ns;ns;;1430;2080;Mulhouse - Haute Alsace_30;disc11_30
2012;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;24;83;10;ns;ns;ns;ns;ns;ns;29;9.3;1760;ns;ns;;1430;2080;Mulhouse - Haute Alsace_30;disc16_30
2012;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;55;78;9;78;65;53;86;1350;21100;31;9;1710;44;52;70;1400;2010;Nantes_30;disc10_30
2012;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;79;67;13;89;97;76;100;2050;32000;31;9;1710;75;71;39;1400;2010;Nantes_30;disc15_30
2012;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;20;70;3;ns;ns;ns;ns;ns;ns;31;9;1710;ns;ns;;1400;2010;Nantes_30;disc17_30
2012;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;17;65;3;ns;ns;ns;ns;ns;ns;29;11.7;1790;ns;ns;;1390;2170;Nice - Sophia-Antipolis_30;disc08_30
2012;0450855K;Orléans;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;23;71;8;ns;ns;ns;ns;ns;ns;27;9.8;1780;ns;ns;;1460;2110;Orléans_30;disc03_30
2012;0450855K;Orléans;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;4;50;1;ns;ns;ns;ns;ns;ns;27;9.8;1780;ns;ns;;1460;2110;Orléans_30;disc11_30
2012;0450855K;Orléans;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;87;74;23;92;93;68;95;2020;31500;27;9.8;1780;75;65;40;1460;2110;Orléans_30;disc12_30
2012;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;110;75;14;90;94;77;97;2380;37200;18;9;2020;81;21;45;1580;2530;Paris 1 - Panthéon Sorbonne_30;disc03_30
2012;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;79;77;10;90;90;54;96;2130;33200;18;9;2020;63;19;65;1580;2530;Paris 1 - Panthéon Sorbonne_30;disc05_30
